content,score
"bjir gak bisa verifikasi wajah, terlalu berat aplikasinya, jadi kehabisan waktu, capek ngulang mulu, mending bca mobile mudah",1
"mau buat dan daftra, ada screen lock (gak ngerti) di hp ku gak fasilitas itu, kenapa ga di buat model pin atau yg lain saja ya..",1
"Petama kali coba dan langsung dipake buat nabung, harapan sya kepada blu ukuran dikompres lagi kurangi ukuran aplikasi agar tidak terlalu berat, baru beberapa hari sya pake lancar, semoga seterusnya lancar. Bintang nya 4 dulu nanti sya perbaiki kalo ukuran sudah sesuai.",4
yaampun apl minta di restart muluu udh di uninstall di install lagi ttep gak bisaa masuk tolong lahhhhh jgn bikin kecewa gini udh lama pake blue berharap lebih baik malah lemot,2
"Batal buat rekening karena saat Video Call suara kecil, dan saat meminta diulang pertanyaan nya malah tlp disudahi, diminta pasang headset dulu sebelum tlp",1
"Blu ini udah bagus, dari segi administrasinya udah lebih baik terutama pada saat proses pendaftaran atau membuka rekening. Tapi kurang 1 bintang, sebagai developer mobile penggunaan aplikasi ini terbilang cukup berat kenapa? Karena terlalu banyak memakan resource memory untuk rendering tampilan atau istilahnya banyak animasi, untuk design appsnya sangat baik dan memukau untuk dilihat, kedepannya diharapkan bisa lebih baik lagi",4
"sudah seminggu dicek berkala, masih ga bisa topup ewallet shopee pay, kalo via virtual account cuma 5kali gratis topup shopeenya, kalo ewallet kan bisa sampe 10x",1
"Loading app agak berat,,, masa tiap buka halaman, loading lagi kek buka halaman baru,,, Sejauh ini app perbankan yg pernah saya pake ini loading nya yg paling berat... Untuk developer mohon di perbagus lagi apps nya, UI nya tinggal sedikit tambahan aja sih ada beberapa yg kek terlalu polos cma hurup doang...",4
sejak pake blu serasa punya atm pribadi dg banyak rekening mau saving dengan beberapa post mudah. untuk saving dan untuk Cash flow,5
"Setelah di update kenapa sy tidak bisa login ke akaun sy, setiap kali logn selalu terkeluar sendri, bahkan belum melakukan apa² sudah terkeluar lgi",3
"Sudah satu tahun saya pakai blu,tapi masih sj lemot dan berat. Katanya mau diperbaiki nyatanya sampai sekarang masih aja seperti yg dulu gak ada perubahan. Cerai dulu sama Blu mau pindah ke Aladin. Kalau tidak ada perbaikan dan perubahan dalam beberapa bulan kedepan saya akan uninstall apk ini dr hp saya.",2
"Sebenernya aplikasi blu udh bagus cmn sayang'y msh ngelag klu mau log in dan melakukan aktifitas lain msh ngelag jga,,mohon untk di tingkatkan lg aplikasi blu'y,terimakasih,",5
"Masih perlu perbaikan, termasuk bug. Dimana saat buka aplikasi nya, tiba2 bisa keluar sendiri (tidak seperti aplikasi banka tetangga, yg selalu Exis Dan tidak bisa keluar sendiri). Dan pengiriman kode verifikasi utk email selalu terlambat masuknya, sementara kode verifikasi tsb berlaku 5 menit. Jadi tolong perbaiki.",3
Perbaharuannya udah bagus dan baik. Ada beberapa kendala. Maaf jika ini semoga menjadi saran untuk bagian investasi yang untuk melihat nominal investasi ada dua platform itu ada beberapa error yang satu gak bisa lihat nominal. Udah di tekan tombol reflas atau menyegaskan yang ada di tombol itu tetap error. Sama semoga ke depan menjadi lebih baik.,5
"Awalnya jadi nasabah blu dengan segala kemudahannya. 3 bulan terakhir terpaksa meninggalkan blu dan pindah ke orange. Semua karna kekurangan satu hal. APLIKASI ANDA SANGAT LEMOT DAN LELET, tidak di iphone terbaru tidak di android flagship. Sama saja.",3
"Tidak seperti yang banyak dikeluhkan, di hp A06 peforma aplikasi ini cukup baik. OTP, pendaftaran & login mudah-cepat diproses. Untuk lambatnya tentu ada tapi wajar bukan yang amat lag. Lalu entah kenapa saya tidak ada vidcall dengan CS sebelum pilih nomor rekening. Mungkin kebijakan baru atau pertimbangan khusus lain? Selain itu, entah kenapa saya langsung dapet level blupro dan bukan newbie. Mungkin karena custom norek? 😅 Terima kasih untuk kemudahannya. Thanks BCA Grup. Berkah selalu 😁",5
"Sampai saat ini pake apk Blu BCA, ga ada kendala sih. Semua aman. transaksi lancar. transfer lancar. Semoga amanah selalu :)",5
"Pengalaman pertama pakai aplikasi ini, bagus, namun sayang sekali animasi loading nya lama, jadi nunggu nya agak lama",3
"suka banget pake blu setelah pindah dari bank sebelah yg makin lama makin berat apk nya, aplikasinya mudah digunakan ditambah tidak ada admin saat transaksi maupun admin bulanan pun tidak ada..",5
"sangat direkomendasikan buat kamu yang butuh rekening tanpa biaya bulanan, dan biaya lain2nya. simple dan mudah digunakan.",5
"Loading aplikasi lemot setelah update, update malah bikin aplikasi kaya g jalan, mesti pindah2 jaringan internet baru bisa login",1
Untuk verifikasi dengan operator mengantri lama sekali.. begitu sudah di antrian akhir seringkali diputus vc nya.. bahkan ketika sudah terhubung.. mohon diperbaiki lah.. untuk internet pribadi lancar lancar saja,1
"Suka banget pake aplikasi nya, tapi sayang untuk pembayaran masih belum bisa keluarin qris, hanya bisa scan aja, padahal kayak i***maret dan a***mart pembayaran nya butuh qris, semoga blu segera bisa keluarin qris untuk pembayaran",5
"lama-lama muak terlalu banyak update, paling gk suka kalau suruh update. dan kalau gk di update gk bisa buka ini aplikasi....jengkel de. belum tentu semua hp memo penuh",3
mohon maaf ya ko prosesnya lama banget padahal saya disini mau nabung tapi malah ga di acc malah pas buka aplikasi nya disuruh daftar ulang aneh banget.,2
"Hard complain saya didengar, saya udah nyaman banget pake blu, gamau beralih ke yg lain. Untungnya udah bisa pake lagi😃",5
"suruh tambah saldo di blu tapi ,setoran gratis di ATM BCA nya di batasi . trus nambah saldo nya dari mana ? transfer dari BCA juga berbayar sekarang . bisa bisa pindah ke yang lain nih",4
"ada Bug diversi terbaru ini, Transfer dari rekening BCA pake BI Fast kena biaya Admin, tolong diperbaiki Bug ini ya... kan sama2 dari BCA, ko' bisa kena biaya Admin...",3
"Bad Good Buka rekening 100rb, Penawaran dari awal sangat memukau untuk Extra pinjaman,,ternyata di Tolak dengan alasan tidak jelas Ok,terimakasih",1
"Ini knp pas saya mau telpon dengan cs buat bikin rekening pertama kali respon nya lama sekali, sdh nunggu hampir setengah jam engga muncul2 juga cs nya",1
"Top up shoppepay dri jam 7 mlm smpe pagi statusntnya di proses terus,saldo dah kepotong lg,sdah hbungi CS cma verifikasi data doang,tetep aja suruh nunggu,gak da membantu sama sekali,ngabisin pulsa doang...",1
"Daftar mandiri, upload KTP gabisa² padahal gambar sudah sangat jelas tp keterangan selalu terpotong² jd gabisa lanjut, jd gagal registrasi",2
"memudahkan semua urusan secara digital dan good performance di setiap transaksi, bikin semua urusan lancarr , jadi seneng buka2 cek saldo setiap saat diperlukan",5
"Ngak bisa masuk akun, di suruh foto hadap depan terus hadap kiri saya ulang udah 5x tetap permintaan wajah harus dalam lingkaran, jelas² udah dalam lingkaran. Djdchdhdbdue kesal",1
"selama ini sudah ok saya suka, tapi kadang suka terputus koneksinya padahal sinyak oke, wifi juga, mungkin masalah server atau gimana, mohon di tingkatkan lagi terimakasih.",5
"tiap mau top up shopee pay selalu gabisa, tolong dong dibenerin aplikasinya, jangan yang dikit² error, saya udah lama pake blubca gitu mulu kendalanya",1
Sebetulnya enak karena ga perlu kartu & ga ada biaya admin. Cuma sering ngebug lamaaa bgttt.,3
"udah oke si untuk fitur2nya cuma loadingnya masih parah lemot bgt,, smga bsa di perbaiki lgi biar tiap buka aps nya cpt, dan bsa kasih bintang 5",4
"terlalu rumit dan terlalu banyak prosedur, saya kira saya bisa langsung melakukan transaksi dengan lancar, ternyata yang mudah hanya pendaftaran awal nya saja 😅 bintangnya tidak saya kurangi untuk menghargai respon cepat dan kelancaran ketika mendaftar di awal.",2
cuma app ini yg terasa berat banget udah gitu kebanyakan pemrosesan jadi kerasa makin berat app nya.,3
Aplikasi bank digital yang bagus mudah di pakai tidak lemot dan yang pasti bebas biaya admin bulanan. Terima kasih blu,5
"saya masih harus banyak belajar lg aplikasi2 d Blu ini, tp keseluruhan cukup membantu saya untuk Bertransaksi d segala hal",4
"Aplikasi berjalan sangat lambat dan berat. Selalu ada notifikasi jaringan terputus, padahal jaringan internet saya stabil. Semoga secepatnya tim blu BCA Digital memperbaiki masalah ini. Terima kasih.",3
"Kadang kalau tengah malam suka gak bisa dipakai, atau suka tiba2 gak bisa bayar pake va. Tapi sejauh ini ok",4
"allhammdulilah seneng banget bisa tau aplikasi blu by Bca ini, untuk saya yang baru mau mulai usaha kecil2an, merasa sangat terbantu banget adanya aplikasi ini. kalok bisa untuk biaya tranfer ke bank atau ewalet nya seterus nya geratis gitu.. hehe makkasi blu by bca",5
"Kadang login masuk gagal terus. Kalau gini acaranya bagaimana seandainya sedang melakukan transaksi yg mendesak. Lemot. Mohon ada perbaikan. Kayaknya tenaga IT nya kurang mumpuni. Berbeda dng aplikasi bank sebelah, cepet banget. Ini login aja gagal terus.",2
"aplikasi ini berat banget slow load sekali, coba kembangkan lagi dari sisi loadingnya",2
"simple dan sudah bagus,hanya suka lelet KLW mau transaksi atau buka akun bluenya..",5
kreeeen amannn dan terjangkau mudah hamoir sama dengan apk DANA proteck keamanan terjamin i like it pokonya rekomen banget kalok mau nabung atau pakai bisnis onnline ini yg saya cari2 akhirnya ktmu dngan apk ter amanah 🥰🥰🥰🥰😞👍👍👍,5
"tolong dioptimalkan aplikasinya, karna kadang lemot banget buat transaksinya",4
nie aplikasi kenapa lgi c kok crash melulu... masak verifikasi wajah hampir 1 jam gagal terus... kameranya kenapa woooeeeyyyyy,5
"mantap benerrr,, transaksi jd lebih mudah dan simple... recommend bnget deh pokoknya...",5
kemarin pas AQ pakek apknya bagus banget trs ada perubahan AQ bingung KK g bisa login yaaaaaa mohon bantuannya,4
Saya sudah linked ke Tokocrypto tapi kenapa saya tidak bisa top up ke TKO? Saya ulang berkali kali kondisinya tetap sama.,2
"bca selalu jadi pilihan yg terbaik, nabung tanpa takut resiko, nyaman bgt pake blue bca",5
untuk verifikasi wajah selalu gagal padahal hp tidak bergoyang tolong di perbaiki,3
"Lambat, dan kurang responsif, kelamaan loading, mohon dibenahi",3
"Aplikasi yang bagus dari sebelumnya . Saya menggunakan Blu dari pertama hadir , dan ini akun ke 2 dari blu terbaru . Pengalaman saya hampir semua akun bank menawarkan fasilitas terbaik , pelayanan terbaik dengan ragam bunga yg tinggi pasti kita dapatkan dengan syarat MENABUNG DAN INVESTASI. kalau tidak menabung dan investasi sebagus apapun iklannya HASIL NYA NOL. Tidak rekomen kpd siapa pun blu . Saya pribafi nabung di gopay dan ovo dan terasa manfaatnya LUAR BIASA.",4
"fiturnya sudah bagus,,cuma lemot muter2 mulu,coba di bikin satset",5
semenjak update ga bisa isi flash... bca virtual account juga ga bisa bayar parah bgt sih,2
gila lemot banget kalo mau buka aplikasi aja harus nunggu dan bug Mulu keberatan aplikasi,1
Kedepannya login aplikasi maupun transaksi lebih cepat terus perbaiki sistemnya..,1
saya udh daftar tpi sampe sekarang beluman di ACC sama adminnya padahal udh 2 hari yg lalu daftarin akunnya,1
"Pengajuan pinjaman ditolak padahal nggak ada masalah BI Checking, apalagi terlalu lama utk pengajuan kembali 90 hari",1
amit amit ih lemot NAJIS . fitur fitur yang gak penting tuh buang aja . gak ke pake ini aplikasi kalau lagi terburu buru . yang ada bikin kesel .,1
"awal awal aplikasinya bagus , tapi bulan Maret ini sering la loadingnya mentok di logo kenapa ya min blu?",4
"tolong aplikasiny di buat lebih smooth dan responsif, loadingnya terlalu lama",3
"Gak deh apk.nya ngelag parah. Kirim uang ke shope , saldo berkurang tapi statusnya masih proses alias (pending) uang refund balik sekitar 4-harian. trs skrg tb2 akun keblokir padahal gak lagi login atau apa huhuu sayang sekali 💔",3
"Aplikasi terlalu terang, background putih Tolong Tambahkan fitur mode gelap (Dark Mode)",4
Coba FORTFOLI saham adakan dimenu investasi. dan juga bisa beli langsung dari menu investasi (FORTFOLI) makin kereennn.,3
Tolong aplikasinya diperkecil kak biar tidak lag saat membuka blue 🙏,5
"Puas banget make blu, bank jaman now lah pokoknya, tapi jujur untuk smartphone RAM 8GB kadang masih terasa agak lag terutama saat pengaturan profil dan perpindahan antar menu/fitur, semoga kedepannya developer blu bisa memperhatikan issue ini yaa 😊",5
"1.Sudah sampai tahap Video call tapi tiba tiba keluar sendiri 2.sudah tahap video call tapi sempat kepencet home,lalu wajah saya tidak muncul suruh keluar lagi,lalu antri lagi dan sampai 126. Tolonghh dibenahi lagiii aplikasi jangan eror² terus atau dibenahi manajemen nyaaa jangan terlalu ribet!!!!!!!",1
"Aplikasi nya lelet dan ada delay saat buka aplikasi dan perpindahan transisi ke menu yg lain, berbeda dengan apk w*ndr dan bc* , livin yg aplikasi nya smooth dan cepat",3
"kekurangannya ketika ingin mengakses blu, beberapa kali perlu relogin yang berbelit - belit, kenapa tidak 1 kali akses dan menggunakan pin saja?. saya mau membayar menggunakan QRIS butuh waktu lama karena menunggu kode OTP dan relogin kembali. overall sangat baik kecuali akses yang masih berbelit belit, semoga kedepan diperbaiki karena blu BCA memiliki potensi yang baik",4
Aplikasinya bagus tetapi kenapa setiap login itu selalu sesi habis padahal sudah login dan tiba tiba sesinya habis jadi ngulang lagi terus begitu.. jadi saran saya untuk di perbaiki lagi,5
"Untuk processing navigasi tolong dipercepat, karena loadingnya suka lama. Tingkatkan juga kompabilitas di HP jadul. Jadi HP Jadul bisa makai blu bca dan tidak ngelag",5
"Semoga UI/UX nya di optimalisasi lagi biar tambah cepat responnya, sama kalau bisa tambahin widget qris Update: bener bener berat banget ni aplikasi. No worth",1
"Sumpah keren banget fiturnya, yg paling sy suka itu Blu Saving, jadi bisa atur keuangan dan bisa debet otomatis 😃😍😍😍 ya walopun apk nya lambat gk ngaruh buat saya, kan ini cuma buat tabungan/keuangan, bukan apk buat maen game, jd gpp nge Lag dikit gk ngaruh.",5
"Sejauh ini ga ada kendala, memang harus di akui aplikasi blu dengan hp yg ram 2, 3 hingga ram 4 memang agak sedikit berat. Tapi ini jadi PR bagi pengembang aplikasi coba aja klo ringan pasti jauh lebih menarik bagi masyarakat",5
"Fitur fitur cukup bermanfaat, cuma akses awal buka app relatif perlu waktu lama, walau sdh dgn koneksi internet yg memadai hanya penggunaan Qris pun demikian lama.",3
"min untuk aplikasi coba dibuat ringan, awal pakai cepet tapi seiring pemakaian untuk proses ke menu selanjutnya aga lama (jeda 4 - 5 detik). selebihnya menu aplikasi sudah cukup menurut saya.",4
"Aku takut bangat dengan ular,.. pas mau masuk diaplikasi ada gambar ularnya... Bisa diganti dengan yang lain aja.😭😭",4
Tolong tambahin fitur QRIS tidak hanya scan saja tapi juga untuk memunculkan barcode,4
Lambat sekali untuk setiap klik butuh 3 detik lebih untuk terproses. Mybca saja tidak selambat ini. Sepertinya terlalu berat,2
"Maaf blu, semakin hari tidak semakin manarik, terutama transaksi dari BCA sdh berbiaya, sekarang sama sekali tidak ada kuota gratisnya. Tadinya masih mau bertahan dengan fitur bluGether, namun di sebelah ada yang lebih menarik.",3
"sebenernya sih bagus ya, bisa pisah pisahin uang tabungan gitu. tapi aplikasinya berattttt banget pliss. sering update juga, sekarang malah ngga bisa diupdate ni punyaku",4
"Berhati² menggunakan blu bca, karena ketika kalian melihat status transaksi telah berhasil tetapi tidak masuk ke pihak yang anda trf. Maka uang akan di kembalikan dengat sangat LAMBAT. Dalam waktu 17 hari itupun saya belum tau akan benar di kembalikan saldonya atau tidak.",1
-buka Qris buka tf buka pembayaran(super lambat) delay mulu -padahal buka youtube kenceng parah -buka bank lain normal -memang memudahkan user tpi kalau terlalu seperti ini walaupun free admin itu juga masalah,5
