score,stemmed,text_akhir,polarity_score,polarity,sentiment
5,"['aplikasi', 'bagustapi', 'tolong', 'masuk', 'aplikasi', 'jaring', 'jaring', 'bagus', 'bagus', 'bermasalahjadi', 'tolong', 'aplikasi']",aplikasi bagustapi tolong masuk aplikasi jaring jaring bagus bagus bermasalahjadi tolong aplikasi,-11,negative,-1
4,"['aplikasi', 'berat', 'fitur', 'sesimple', 'loadingnya', 'login', 'transfer', 'tolong', 'pering', 'aplikasi', 'tunggu', 'update', 'fast', 'loadingnya']",aplikasi berat fitur sesimple loadingnya login transfer tolong pering aplikasi tunggu update fast loadingnya,-11,negative,-1
2,"['parah', 'bca', 'mobile', 'blu', 'biaya', 'admin', 'naung', 'pakai', 'tabung', 'kena', 'admin', 'bca', 'bintang', 'jujur', 'aplikasi', 'bagus', 'kasih', 'deh']",parah bca mobile blu biaya admin naung pakai tabung kena admin bca bintang jujur aplikasi bagus kasih deh,-7,negative,-1
4,"['tolong', 'muncul', 'kode', 'bayarkarena', 'merchant', 'akses', 'aplikasi', 'ringan', 'berat', 'iklan', 'iklan']",tolong muncul kode bayarkarena merchant akses aplikasi ringan berat iklan iklan,-5,negative,-1
1,"['verifikasi', 'tinggal', 'vc', 'tunggu', 'antri', 'gilir', 'gabisa', 'putusin', 'panggil', 'coba', 'ulang', 'kali', 'pagi', 'malam', 'kaya', 'gitu', 'tunggu', 'antri', 'sebentar']",verifikasi tinggal vc tunggu antri gilir gabisa putusin panggil coba ulang kali pagi malam kaya gitu tunggu antri sebentar,-9,negative,-1
5,"['depan', 'moga', 'blu', 'lengkap', 'fiturfitur', 'mudah', 'guna', 'bagus', 'terima', 'kasih', 'blu']",depan moga blu lengkap fiturfitur mudah guna bagus terima kasih blu,5,positive,1
2,"['udh', 'akun', 'bulan', 'pakai', 'buka', 'aplikasi', 'pakai', 'vpn', 'nyalain', 'vpn', 'jalan', 'aplikasi', 'gilir', 'pakai', 'vpn', 'stuck', 'loading']",udh akun bulan pakai buka aplikasi pakai vpn nyalain vpn jalan aplikasi gilir pakai vpn stuck loading,-9,negative,-1
3,"['aplikasi', 'bantu', 'review', 'login', 'transaksi', 'lambat', 'tolong', 'baik', 'responsif', 'cepat']",aplikasi bantu review login transaksi lambat tolong baik responsif cepat,3,positive,1
4,"['bagus', 'sayang', 'aplikasi', 'lamban', 'buka', 'sengaja', 'pakai', 'fitur', 'shortcut', 'fitur', 'qris', 'eh', 'tetep', 'lamban', 'please', 'develop', 'biar', 'lelet']",bagus sayang aplikasi lamban buka sengaja pakai fitur shortcut fitur qris eh tetep lamban please develop biar lelet,-13,negative,-1
2,"['daftar', 'pas', 'nge', 'foto', 'ktp', 'posisi', 'sesuai', 'tulis', 'pasti', 'hasil', 'foto', 'potong', 'coba', 'kaliii', 'gitu', 'sebenere', 'ndk', 'si', 'daftar']",daftar pas nge foto ktp posisi sesuai tulis pasti hasil foto potong coba kaliii gitu sebenere ndk si daftar,13,positive,1
1,"['mohon', 'baik', 'transfer', 'cek', 'nomor', 'rekening', 'nama', 'transfer', 'takut', 'keliru', 'nama']",mohon baik transfer cek nomor rekening nama transfer takut keliru nama,-9,negative,-1
5,"['suka', 'blu', 'bca', 'digital', 'nasabah', 'kena', 'biaya', 'bulan', 'fitur', 'tabung', 'blusaving', 'blu', 'deposito', 'bunga', 'bayar', 'kecewa', 'pokok']",suka blu bca digital nasabah kena biaya bulan fitur tabung blusaving blu deposito bunga bayar kecewa pokok,6,positive,1
2,"['blu', 'bca', 'bank', 'nama', 'sayang', 'guna', 'dikarenanak', 'aplikasi', 'berat', 'ram', 'gb', 'atas', 'ram', 'gb', 'bawah', 'lambat', 'ampun']",blu bca bank nama sayang guna dikarenanak aplikasi berat ram gb atas ram gb bawah lambat ampun,-8,negative,-1
5,"['bantu', 'menabungbebas', 'admindan', 'tarik', 'tunai', 'card', 'tarik', 'huuuuu', 'puas', 'deh', 'bank', 'digital', 'inirekomendeddddddd', 'sihhh']",bantu menabungbebas admindan tarik tunai card tarik huuuuu puas deh bank digital inirekomendeddddddd sihhh,9,positive,1
4,"['videocall', 'verifikasi', 'akun', 'cs', 'ramah', 'kaget', 'ukur', 'bca', 'service', 'begitu', 'okay', 'aplikasi', 'juara']",videocall verifikasi akun cs ramah kaget ukur bca service begitu okay aplikasi juara,5,positive,1
5,"['blu', 'bca', 'mudah', 'transaksi', 'online', 'promo', 'tarik', 'mangajukan', 'pinjam', 'blu', 'bca', 'tolak', 'sayang', 'blu', 'bca', 'mohon', 'bantu', 'pinjam', 'butuh', 'modal', 'usaha', 'terimkasih']",blu bca mudah transaksi online promo tarik mangajukan pinjam blu bca tolak sayang blu bca mohon bantu pinjam butuh modal usaha terimkasih,-2,negative,-1
1,"['nasabah', 'daftar', 'tahap', 'vidio', 'call', 'tunggu', 'antri', 'menit', 'sambung', 'customer', 'service', 'suruh', 'panggil', 'hubung', 'antri', 'alas', 'teknis', 'kunjung', 'hubung', 'tahap', 'daftar', 'kecewa', 'layan', 'daftar']",nasabah daftar tahap vidio call tunggu antri menit sambung customer service suruh panggil hubung antri alas teknis kunjung hubung tahap daftar kecewa layan daftar,-13,negative,-1
1,"['suka', 'pakai', 'blu', 'lelet', 'buka', 'aplikasi', 'muter', 'kali', 'keliling', 'kabah', 'kelar', 'tuh', 'lelet']",suka pakai blu lelet buka aplikasi muter kali keliling kabah kelar tuh lelet,1,positive,1
2,"['aplikasi', 'versi', 'baru', 'lambat', 'banget', 'fitur', 'halaman', 'aplikasi', 'lambat', 'iika', 'banding', 'bank', 'digital', 'ukur', 'beda', 'koneksi', 'internet', 'lancar', 'stabil', 'aplikasi', 'bank', 'digital', 'aplikasi', 'blu', 'bca', 'digital', 'lambat', 'fitu', 'qris', 'sebal', 'lambat', 'mual', 'proses', 'buka', 'aplikasi', 'sqan', 'kode', 'qr', 'lambat']",aplikasi versi baru lambat banget fitur halaman aplikasi lambat iika banding bank digital ukur beda koneksi internet lancar stabil aplikasi bank digital aplikasi blu bca digital lambat fitu qris sebal lambat mual proses buka aplikasi sqan kode qr lambat,-17,negative,-1
3,"['fiturnya', 'keren', 'si', 'akuin', 'sayang', 'ui', 'lelet', 'saran', 'si', 'utama', 'fungsional', 'cantik', 'tampil', 'transaksi', 'cepat', 'tunggu', 'proses', 'loading', 'transfer', 'notifikasi', 'muncul', 'loadingmunculin', 'bukti', 'transfer', 'hasil', 'luama', 'banget', 'moga', 'saran', 'bantu']",fiturnya keren si akuin sayang ui lelet saran si utama fungsional cantik tampil transaksi cepat tunggu proses loading transfer notifikasi muncul loadingmunculin bukti transfer hasil luama banget moga saran bantu,-3,negative,-1
5,"['aplikasi', 'blu', 'bagus', 'admin', 'bulan', 'kartu', 'atm', 'app', 'blu', 'ngerekam', 'interaksi', 'aplikasi', 'log', 'error', 'app', 'klik', 'rada', 'delay', 'highlight', 'jadi', 'opsional', 'dikit', 'loading', 'buka', 'qris', 'kamera', 'tunggu', 'lumayan', 'tolong', 'baik']",aplikasi blu bagus admin bulan kartu atm app blu ngerekam interaksi aplikasi log error app klik rada delay highlight jadi opsional dikit loading buka qris kamera tunggu lumayan tolong baik,-22,negative,-1
1,"['bikin', 'kesel', 'blu', 'aplikasi', 'lelet', 'transaksi', 'nyaman', 'bikin', 'kesel', 'verifikasi', 'muka', 'sistem', 'baca', 'ringan', 'simple', 'kesel', 'blu']",bikin kesel blu aplikasi lelet transaksi nyaman bikin kesel verifikasi muka sistem baca ringan simple kesel blu,-9,negative,-1
2,"['kasih', 'bintaang', 'engga', 'cocok', 'hape', 'kentang', 'level', 'entry', 'coba', 'berulangkali', 'scan', 'wajah', 'susah', 'banget', 'moga', 'lekas', 'ramah', 'hp', 'jenis', 'entry', 'level', 'tabung', 'blu']",kasih bintaang engga cocok hape kentang level entry coba berulangkali scan wajah susah banget moga lekas ramah hp jenis entry level tabung blu,6,positive,1
5,"['aplikasi', 'blu', 'tawar', 'desain', 'uiux', 'modern', 'simpel', 'ramah', 'guna', 'performa', 'optimal', 'perangkat', 'poco', 'profesional', 'prosesor', 'mediatek', 'hio', 'guna', 'alami', 'ketidakresponsifan', 'lag', 'aplikasi', 'jalan', 'lambat', 'sebab', 'bug', 'kurang', 'optimasi', 'prosesor', 'maksimal', 'dampak', 'alam', 'guna', 'kembang', 'baik', 'aplikasi', 'blu', 'jalan', 'lancar', 'sluruh', 'prgkt']",aplikasi blu tawar desain uiux modern simpel ramah guna performa optimal perangkat poco profesional prosesor mediatek hio guna alami ketidakresponsifan lag aplikasi jalan lambat sebab bug kurang optimasi prosesor maksimal dampak alam guna kembang baik aplikasi blu jalan lancar sluruh prgkt,3,positive,1
4,"['lumayan', 'bagus', 'minus', 'terima', 'saldo', 'paypal', 'blu', 'jago', 'jenius', 'moga', 'cepat', 'tingkat', 'terima', 'saldo', 'paypal']",lumayan bagus minus terima saldo paypal blu jago jenius moga cepat tingkat terima saldo paypal,7,positive,1
4,"['improve', 'cepat', 'cepat', 'banget', 'oiya', 'bug', 'annoying', 'halaman', 'sukses', 'bayar', 'ganti', 'app', 'session', 'app', 'blu', 'habis', 'blu', 'diapaapain', 'mental', 'halaman', 'login', 'klik', 'beranda']",improve cepat cepat banget oiya bug annoying halaman sukses bayar ganti app session app blu habis blu diapaapain mental halaman login klik beranda,0,neutral,0
1,"['ide', 'aplikasi', 'bagus', 'platform', 'ganti', 'pakai', 'flutter', 'biar', 'aplikasi', 'jalan', 'ringan', 'cepat', 'asa', 'pakai', 'webview', 'malu', 'iklan', 'usaha', 'server', 'batas', 'storagenya', 'supporting', 'teknis']",ide aplikasi bagus platform ganti pakai flutter biar aplikasi jalan ringan cepat asa pakai webview malu iklan usaha server batas storagenya supporting teknis,-18,negative,-1
1,"['aplikasi', 'lemottidak', 'login', 'tunggu', 'minggu', 'minggu', 'informasi', 'kantor', 'sulit', 'org', 'aplikasi', 'digital', 'transaksi', 'mudahpakai', 'aplikasi', 'blu', 'masuk', 'login', 'tolong', 'baik', 'keluh', 'guna', 'banyaktolong', 'dengar']",aplikasi lemottidak login tunggu minggu minggu informasi kantor sulit org aplikasi digital transaksi mudahpakai aplikasi blu masuk login tolong baik keluh guna banyaktolong dengar,-7,negative,-1
3,"['tolong', 'perhati', 'aplikasi', 'nyamain', 'aplikasi', 'shoope', 'berat', 'lot', 'update', 'oktober', 'aplikasi', 'buka', 'lagging', 'kadang', 'normal', 'tolong', 'ekosistem', 'tingkat', 'transaksi', 'gegara', 'pindah', 'menu', 'aplikasi', 'kadang', 'cepat', 'kadang', 'ngelag']",tolong perhati aplikasi nyamain aplikasi shoope berat lot update oktober aplikasi buka lagging kadang normal tolong ekosistem tingkat transaksi gegara pindah menu aplikasi kadang cepat kadang ngelag,-9,negative,-1
3,"['aplikasi', 'blu', 'mobile', 'lambat', 'lelet', 'transaksi', 'tolong', 'baik', 'cepat', 'update', 'sistem', 'aplikasi', 'blu', 'bca', 'digital', 'mudah', 'nyaman', 'terima', 'kasih']",aplikasi blu mobile lambat lelet transaksi tolong baik cepat update sistem aplikasi blu bca digital mudah nyaman terima kasih,6,positive,1
1,"['masuk', 'tim', 'blu', 'banner', 'promo', 'dpn', 'app', 'tombol', 'login', 'hapus', 'deh', 'makan', 'transaksi', 'kali', 'pencet', 'seemless', 'buka', 'menu', 'qris', 'langsung', 'pinsidik', 'buka', 'qris', 'balik', 'oke', 'turut', 'sbg', 'user', 'langsung', 'buka', 'app', 'langsung', 'autentikasi', 'sidik', 'jaripin', 'banner', 'kasih', 'halaman', 'utama', 'menu', 'qris', 'kawan', 'update', 'revisi', 'bintang']",masuk tim blu banner promo dpn app tombol login hapus deh makan transaksi kali pencet seemless buka menu qris langsung pinsidik buka qris balik oke turut sbg user langsung buka app langsung autentikasi sidik jaripin banner kasih halaman utama menu qris kawan update revisi bintang,1,positive,1
4,"['appnya', 'berat', 'login', 'kode', 'tarik', 'tunai', 'beratlebih', 'force', 'close', 'app', 'rilis', 'samatolong', 'update', 'ringan', 'support', 'hp', 'endentry', 'level', 'saran', 'tarik', 'setor', 'tunai', 'kartu', 'debit', 'baik', 'gratis']",appnya berat login kode tarik tunai beratlebih force close app rilis samatolong update ringan support hp endentry level saran tarik setor tunai kartu debit baik gratis,18,positive,1
3,"['pakai', 'fitur', 'lumayan', 'lengkap', 'aplikasi', 'responsif', 'dr', 'buka', 'app', 'loading', 'ads', 'scan', 'biometrik', 'homepage', 'loadingnya', 'buka', 'notif', 'loading', 'lambat', 'lag']",pakai fitur lumayan lengkap aplikasi responsif dr buka app loading ads scan biometrik homepage loadingnya buka notif loading lambat lag,-5,negative,-1
5,"['bca', 'ok', 'bank', 'digital', 'kuota', 'gratis', 'transfer', 'biar', 'kalah', 'aman', 'ragu', 'best']",bca ok bank digital kuota gratis transfer biar kalah aman ragu best,-3,negative,-1
4,"['bagus', 'banget', 'apk', 'lelet', 'ram', 'hp', 'penuh', 'alhamdulillah', 'lancarrr', 'apk', 'moga', 'rezeki', 'amiinnn', 'trus', 'enak', 'apk', 'tuh', 'pisah', 'pisah', 'uang']",bagus banget apk lelet ram hp penuh alhamdulillah lancarrr apk moga rezeki amiinnn trus enak apk tuh pisah pisah uang,3,positive,1
1,"['jelekk', 'banget', 'hp', 'reset', 'musibah', 'masuk', 'ulang', 'ambil', 'uang', 'ribett', 'bilang', 'wajah', 'sesuai', 'lahh', 'akun', 'blokir', 'lahhh', 'maksud', 'coba', 'duit', 'situ', 'mati', 'lapar', 'lahh', 'beli', 'makan', 'sialannn']",jelekk banget hp reset musibah masuk ulang ambil uang ribett bilang wajah sesuai lahh akun blokir lahhh maksud coba duit situ mati lapar lahh beli makan sialannn,-16,negative,-1
3,"['update', 'bayar', 'shopee', 'hilang', 'cek', 'via', 'blu', 'tolong', 'kembali']",update bayar shopee hilang cek via blu tolong kembali,-6,negative,-1
2,"['error', 'buka', 'aplikasinyagmn', 'tuh', 'capek', 'nunggunya', 'deh', 'update']",error buka aplikasinyagmn tuh capek nunggunya deh update,-5,negative,-1
3,"['minggu', 'aplikasi', 'error', 'melulu', 'deh', 'kali', 'update', 'update', 'transaksi', 'ganggu']",minggu aplikasi error melulu deh kali update update transaksi ganggu,-12,negative,-1
4,"['apk', 'blu', 'loading', 'upgrade', 'mentok', 'dibtampilan']",apk blu loading upgrade mentok dibtampilan,-5,negative,-1
5,"['pakai', 'blu', 'error', 'alhamdullilah', 'favorit', 'nyimpen', 'simpan', 'tingkat', 'biar', 'pakai', 'blu', 'transaksi']",pakai blu error alhamdullilah favorit nyimpen simpan tingkat biar pakai blu transaksi,-5,negative,-1
1,"['bjir', 'verifikasi', 'wajah', 'berat', 'aplikasi', 'habis', 'capek', 'ngulang', 'melulu', 'bca', 'mobile', 'mudah']",bjir verifikasi wajah berat aplikasi habis capek ngulang melulu bca mobile mudah,-4,negative,-1
1,"['daftra', 'screen', 'lock', 'erti', 'hp', 'fasilitas', 'model', 'pin']",daftra screen lock erti hp fasilitas model pin,-1,negative,-1
4,"['petama', 'kali', 'coba', 'langsung', 'dipake', 'nabung', 'harap', 'blu', 'ukur', 'kompres', 'kurang', 'ukur', 'aplikasi', 'berat', 'pakai', 'lancar', 'moga', 'lancar', 'bintang', 'baik', 'ukur', 'sesuai']",petama kali coba langsung dipake nabung harap blu ukur kompres kurang ukur aplikasi berat pakai lancar moga lancar bintang baik ukur sesuai,16,positive,1
2,"['yaampun', 'apl', 'restart', 'muluu', 'udh', 'uninstall', 'install', 'ttep', 'bisaa', 'masuk', 'tolong', 'lahhhhh', 'bikin', 'kecewa', 'gin', 'udh', 'pakai', 'blu', 'harap', 'lelet']",yaampun apl restart muluu udh uninstall install ttep bisaa masuk tolong lahhhhh bikin kecewa gin udh pakai blu harap lelet,-2,negative,-1
1,"['batal', 'rekening', 'video', 'call', 'suara', 'ulang', 'telepon', 'sudah', 'pasang', 'headset', 'telepon']",batal rekening video call suara ulang telepon sudah pasang headset telepon,1,positive,1
4,"['blu', 'bagus', 'segi', 'administrasi', 'proses', 'daftar', 'buka', 'rekening', 'bintang', 'developer', 'mobile', 'guna', 'aplikasi', 'bilang', 'berat', 'makan', 'resource', 'memory', 'rendering', 'tampil', 'istilah', 'animasi', 'design', 'appsnya', 'pukau', 'depan', 'harap']",blu bagus segi administrasi proses daftar buka rekening bintang developer mobile guna aplikasi bilang berat makan resource memory rendering tampil istilah animasi design appsnya pukau depan harap,-11,negative,-1
1,"['minggu', 'cek', 'kala', 'topup', 'ewallet', 'shopee', 'pay', 'via', 'virtual', 'account', 'kali', 'gratis', 'topup', 'shopeenya', 'ewallet', 'x']",minggu cek kala topup ewallet shopee pay via virtual account kali gratis topup shopeenya ewallet x,0,neutral,0
4,"['loading', 'app', 'berat', 'buka', 'halaman', 'loading', 'buka', 'halaman', 'app', 'perban', 'pakai', 'loading', 'berat', 'developer', 'mohon', 'bagus', 'apps', 'ui', 'tinggal', 'tambah', 'polos', 'cma', 'hurup', 'doang']",loading app berat buka halaman loading buka halaman app perban pakai loading berat developer mohon bagus apps ui tinggal tambah polos cma hurup doang,-6,negative,-1
5,"['pakai', 'blu', 'serasa', 'atm', 'pribadi', 'dg', 'rekening', 'saving', 'post', 'mudah', 'saving', 'cash', 'flow']",pakai blu serasa atm pribadi dg rekening saving post mudah saving cash flow,5,positive,1
3,"['update', 'login', 'akaun', 'kali', 'logn', 'keluar', 'sendri', 'apa', 'keluar']",update login akaun kali logn keluar sendri apa keluar,-9,negative,-1
2,"['pakai', 'blutapi', 'lelet', 'berat', 'baik', 'ubah', 'cerai', 'blu', 'pindah', 'aladin', 'baik', 'ubah', 'depan', 'uninstall', 'apk', 'dr', 'hp']",pakai blutapi lelet berat baik ubah cerai blu pindah aladin baik ubah depan uninstall apk dr hp,-2,negative,-1
5,"['sebenernya', 'aplikasi', 'blu', 'udh', 'bagus', 'cmn', 'sayangy', 'ngelag', 'klu', 'log', 'aktifitas', 'ngelag', 'jgamohon', 'untk', 'tingkat', 'aplikasi', 'bluyterimakasih']",sebenernya aplikasi blu udh bagus cmn sayangy ngelag klu log aktifitas ngelag jgamohon untk tingkat aplikasi bluyterimakasih,-9,negative,-1
3,"['baik', 'bug', 'mana', 'buka', 'aplikasi', 'aplikasi', 'banka', 'tetangga', 'exis', 'kirim', 'kode', 'verifikasi', 'email', 'lambat', 'masuk', 'kode', 'verifikasi', 'tsb', 'laku', 'menit', 'tolong', 'baik']",baik bug mana buka aplikasi aplikasi banka tetangga exis kirim kode verifikasi email lambat masuk kode verifikasi tsb laku menit tolong baik,-9,negative,-1
5,"['baharu', 'bagus', 'kendala', 'maaf', 'moga', 'saran', 'investasi', 'nominal', 'investasi', 'platform', 'error', 'lihat', 'nominal', 'tekan', 'tombol', 'reflas', 'gas', 'tombol', 'error', 'moga']",baharu bagus kendala maaf moga saran investasi nominal investasi platform error lihat nominal tekan tombol reflas gas tombol error moga,-15,negative,-1
3,"['nasabah', 'blu', 'mudah', 'paksa', 'tinggal', 'blu', 'pindah', 'orange', 'kurang', 'aplikasi', 'lelet', 'lambat', 'iphone', 'baru', 'android', 'flagship']",nasabah blu mudah paksa tinggal blu pindah orange kurang aplikasi lelet lambat iphone baru android flagship,-7,negative,-1
5,"['keluh', 'hp', 'forma', 'aplikasi', 'otp', 'daftar', 'login', 'mudahcepat', 'proses', 'lambat', 'wajar', 'lag', 'vidcall', 'cs', 'pilih', 'nomor', 'rekening', 'bijak', 'timbang', 'khusus', 'langsung', 'level', 'blupro', 'newbie', 'custom', 'norek', 'terima', 'kasih', 'mudah', 'terima', 'kasih', 'bca', 'grup', 'berkah']",keluh hp forma aplikasi otp daftar login mudahcepat proses lambat wajar lag vidcall cs pilih nomor rekening bijak timbang khusus langsung level blupro newbie custom norek terima kasih mudah terima kasih bca grup berkah,3,positive,1
5,"['pakai', 'apk', 'blu', 'bca', 'kendala', 'aman', 'transaksi', 'lancar', 'transfer', 'lancar', 'moga', 'amanah']",pakai apk blu bca kendala aman transaksi lancar transfer lancar moga amanah,14,positive,1
3,"['alam', 'pakai', 'aplikasi', 'bagus', 'sayang', 'animasi', 'loading', 'tunggu']",alam pakai aplikasi bagus sayang animasi loading tunggu,-6,negative,-1
5,"['suka', 'banget', 'pakai', 'blu', 'pindah', 'bank', 'belah', 'berat', 'apk', 'aplikasi', 'mudah', 'tambah', 'admin', 'transaksi', 'admin', 'bulan']",suka banget pakai blu pindah bank belah berat apk aplikasi mudah tambah admin transaksi admin bulan,1,positive,1
5,"['rekomendasi', 'butuh', 'rekening', 'biaya', 'bulan', 'biaya', 'simple', 'mudah']",rekomendasi butuh rekening biaya bulan biaya simple mudah,0,neutral,0
1,"['loading', 'aplikasi', 'lelet', 'update', 'update', 'bikin', 'aplikasi', 'kaya', 'jalan', 'mesti', 'pindah', 'jaring', 'internet', 'login']",loading aplikasi lelet update update bikin aplikasi kaya jalan mesti pindah jaring internet login,-10,negative,-1
